Amount	FirstDigit	SecondDigit	FirstTwo
"$8,661.30"	8	6	86
"$3,808.90"	3	8	38
"$5,581.45"	5	5	55
"$2,515.80"	2	5	25
"$10,522.95"	1	0	10
"$5,291.15"	5	2	52
"$6,934.20"	6	9	69
"$3,868.80"	3	8	38
($34.95)	3	4	34
"$3,993.85"	3	9	39
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($59.90)	5	9	59
$928.45	9	2	92
($29.95)	2	9	29
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
"$1,083.45"	1	0	10
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
($34.95)	3	4	34
$928.45	9	2	92
$928.45	9	2	92
($59.90)	5	9	59
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
"$1,176.45"	1	1	11
$928.45	9	2	92
"$1,198.00"	1	1	11
"$1,083.45"	1	0	10
$928.45	9	2	92
($29.95)	2	9	29
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
"($1,083.45)"	1	0	10
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
($29.95)	2	9	29
($928.45)	9	2	92
($898.50)	8	9	89
($928.45)	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
"$1,856.90"	1	8	18
"$7,427.60"	7	4	74
"$1,837.00"	1	8	18
"$6,749.25"	6	7	67
"$6,894.25"	6	8	68
"$2,755.40"	2	7	27
"$7,367.70"	7	3	73
"$1,826.95"	1	8	18
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($59.90)	5	9	59
$928.45	9	2	92
$928.45	9	2	92
($59.90)	5	9	59
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($69.90)	6	9	69
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
($29.95)	2	9	29
($29.95)	2	9	29
($29.95)	2	9	29
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
($174.75)	1	7	17
"$1,083.45"	1	0	10
($898.50)	8	9	89
"($1,048.50)"	1	0	10
($898.50)	8	9	89
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($174.75)	1	7	17
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
"$1,021.45"	1	0	10
$928.45	9	2	92
($32.95)	3	2	32
"$1,083.45"	1	0	10
($34.95)	3	4	34
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,021.45"	1	0	10
($98.85)	9	8	98
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
($59.90)	5	9	59
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($89.95)	8	9	89
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($928.50)	9	2	92
"($1,048.50)"	1	0	10
($29.95)	2	9	29
($34.95)	3	4	34
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$2,455.90"	2	4	24
($29.95)	2	9	29
$928.45	9	2	92
($89.85)	8	9	89
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,021.45"	1	0	10
"($1,048.50)"	1	0	10
($898.50)	8	9	89
($898.50)	8	9	89
($898.50)	8	9	89
($98.85)	9	8	98
$928.45	9	2	92
($89.85)	8	9	89
($29.95)	2	9	29
($29.95)	2	9	29
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
"$1,083.45"	1	0	10
($69.90)	6	9	69
$928.45	9	2	92
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
$928.45	9	2	92
$899.00	8	9	89
($29.00)	2	9	29
$928.45	9	2	92
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
"$1,013.55"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($29.95)	2	9	29
$928.45	9	2	92
($59.90)	5	9	59
$928.45	9	2	92
($29.95)	2	9	29
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,793.58"	1	7	17
$403.62	4	0	40
"$1,784.36"	1	7	17
"$2,365.15"	2	3	23
$843.73	8	4	84
$825.61	8	2	82
"$1,487.88"	1	4	14
"$2,456.85"	2	4	24
$232.74	2	3	23
"$1,764.37"	1	7	17
$649.50	6	4	64
"$13,943.11"	1	3	13
"$2,865.16"	2	8	28
"$3,541.89"	3	5	35
"$2,994.17"	2	9	29
"$1,182.22"	1	1	11
$597.68	5	9	59
"$17,590.78"	1	7	17
"$43,715.79"	4	3	43
"$3,400.44"	3	4	34
"$2,489.83"	2	4	24
"$1,989.09"	1	9	19
"$1,299.00"	1	2	12
"$1,443.11"	1	4	14
"$1,859.92"	1	8	18
"$2,525.31"	2	5	25
"$2,170.85"	2	1	21
"$4,687.50"	4	6	46
"$10,054.98"	1	0	10
"$1,941.43"	1	9	19
"$1,661.32"	1	6	16
"$2,589.74"	2	5	25
"$5,285.74"	5	2	52
$148.59	1	4	14
"$2,425.74"	2	4	24
$648.41	6	4	64
"$1,551.12"	1	5	15
$859.55	8	5	85
"$1,211.76"	1	2	12
$536.64	5	3	53
$307.55	3	0	30
$78.60	7	8	78
$121.29	1	2	12
"$4,181.25"	4	1	41
"$1,602.85"	1	6	16
"$8,362.50"	8	3	83
"$1,846.51"	1	8	18
$35.22	3	5	35
"$1,199.07"	1	1	11
$247.93	2	4	24
$522.58	5	2	52
$152.19	1	5	15
$270.75	2	7	27
$28.90	2	8	28
$602.83	6	0	60
$129.61	1	2	12
$236.63	2	3	23
$468.87	4	6	46
$48.77	4	8	48
$485.88	4	8	48
$126.90	1	2	12
"$4,497.75"	4	4	44
"$2,438.04"	2	4	24
$468.68	4	6	46
$383.61	3	8	38
"$1,599.31"	1	5	15
"$4,497.75"	4	4	44
"$26,645.74"	2	6	26
$52.67	5	2	52
"$7,776.11"	7	7	77
"$1,745.70"	1	7	17
$105.97	1	0	10
"$2,172.37"	2	1	21
"$2,142.71"	2	1	21
$92.62	9	2	92
$95.97	9	5	95
$212.60	2	1	21
"$15,196.56"	1	5	15
$774.27	7	7	77
"$1,838.69"	1	8	18
"$6,931.09"	6	9	69
"$5,382.96"	5	3	53
"$6,951.18"	6	9	69
$216.94	2	1	21
$240.09	2	4	24
"$1,878.23"	1	8	18
"$2,661.03"	2	6	26
"$3,358.34"	3	3	33
"$3,385.31"	3	3	33
"$26,645.74"	2	6	26
$386.32	3	8	38
$605.39	6	0	60
$429.40	4	2	42
"$1,663.29"	1	6	16
"$8,674.88"	8	6	86
$138.09	1	3	13
"$1,610.69"	1	6	16
$983.34	9	8	98
$178.87	1	7	17
"$1,940.38"	1	9	19
"$6,553.65"	6	5	65
"$6,626.91"	6	6	66
$203.38	2	0	20
"$4,220.82"	4	2	42
$276.01	2	7	27
"$1,894.20"	1	8	18
"$11,604.40"	1	1	11
"$1,082.50"	1	0	10
"$10,527.31"	1	0	10
$165.89	1	6	16
"$7,459.65"	7	4	74
"$2,451.87"	2	4	24
"$7,464.92"	7	4	74
"$5,026.30"	5	0	50
"$1,848.59"	1	8	18
$236.08	2	3	23
$86.75	8	6	86
"$2,311.89"	2	3	23
"$2,046.95"	2	0	20
"$2,029.61"	2	0	20
$66.44	6	6	66
$48.31	4	8	48
"$2,180.54"	2	1	21
"$1,710.48"	1	7	17
"$2,069.79"	2	0	20
$37.89	3	7	37
"$2,486.10"	2	4	24
$575.36	5	7	57
"$7,641.41"	7	6	76
"$1,989.17"	1	9	19
$137.81	1	3	13
$125.73	1	2	12
$70.28	7	0	70
"$1,684.36"	1	6	16
"$1,993.85"	1	9	19
"$1,630.80"	1	6	16
"$5,352.10"	5	3	53
"$5,846.80"	5	8	58
"$3,793.85"	3	7	37
"$34,883.56"	3	4	34
"$12,317.77"	1	2	12
"$27,436.50"	2	7	27
"$3,598.74"	3	5	35
"$9,004.50"	9	0	90
"$12,614.16"	1	2	12
"$3,485.67"	3	4	34
"$2,959.57"	2	9	29
"$1,570.99"	1	5	15
"$3,252.47"	3	2	32
"$7,118.57"	7	1	71
"$11,555.69"	1	1	11
"$38,894.23"	3	8	38
"$9,539.86"	9	5	95
"$9,767.61"	9	7	97
$69.55	6	9	69
$65.50	6	5	65
$127.00	1	2	12
$37.50	3	7	37
$33.40	3	3	33
$25.00	2	5	25
$143.93	1	4	14
$127.15	1	2	12
$169.16	1	6	16
$166.33	1	6	16
$279.47	2	7	27
$489.73	4	8	48
$533.40	5	3	53
$480.96	4	8	48
$332.92	3	3	33
$332.92	3	3	33
$37.72	3	7	37
$564.00	5	6	56
"$1,131.00"	1	1	11
$840.00	8	4	84
$803.46	8	0	80
$579.35	5	7	57
$193.11	1	9	19
$386.23	3	8	38
$537.78	5	3	53
$609.00	6	0	60
$522.00	5	2	52
$9.00	9	0	90
$575.00	5	7	57
$346.00	3	4	34
$101.00	1	0	10
$58.70	5	8	58
$120.00	1	2	12
$40.00	4	0	40
$40.00	4	0	40
$194.35	1	9	19
$50.00	5	0	50
$40.00	4	0	40
$40.00	4	0	40
$72.00	7	2	72
$40.00	4	0	40
$250.00	2	5	25
$186.25	1	8	18
$100.00	1	0	10
$285.82	2	8	28
$113.80	1	1	11
$54.10	5	4	54
$218.20	2	1	21
$36.00	3	6	36
$36.00	3	6	36
"$3,044.85"	3	0	30
$35.26	3	5	35
$833.90	8	3	83
$265.98	2	6	26
$210.83	2	1	21
"$1,243.73"	1	2	12
$282.71	2	8	28
$264.70	2	6	26
"$1,294.39"	1	2	12
$101.00	1	0	10
$101.00	1	0	10
$101.00	1	0	10
$103.20	1	0	10
$92.00	9	2	92
"$9,834.54"	9	8	98
"$2,854.84"	2	8	28
"$1,420.56"	1	4	14
"$9,834.54"	9	8	98
"$2,854.34"	2	8	28
"$1,420.56"	1	4	14
"$9,834.54"	9	8	98
"$2,854.84"	2	8	28
"$1,420.56"	1	4	14
"$9,834.54"	9	8	98
"$2,854.84"	2	8	28
"$1,420.56"	1	4	14
"$9,834.54"	9	8	98
"$2,854.84"	2	8	28
"$1,420.56"	1	4	14
"$1,420.56"	1	4	14
"$9,834.54"	9	8	98
"$2,854.84"	2	8	28
$51.90	5	1	51
$135.00	1	3	13
$90.00	9	0	90
$376.80	3	7	37
$114.40	1	1	11
$56.25	5	6	56
$25.00	2	5	25
$50.00	5	0	50
$25.00	2	5	25
$123.20	1	2	12
$225.40	2	2	22
$612.26	6	1	61
$91.85	9	1	91
$135.00	1	3	13
$91.90	9	1	91
$661.39	6	6	66
"$12,500.00"	1	2	12
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($36.00)	3	6	36
($12.00)	1	2	12
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($24.00)	2	4	24
($12.00)	1	2	12
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
($36.00)	3	6	36
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,393.45"	1	3	13
$928.45	9	2	92
($12.00)	1	2	12
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$10,987.95"	1	0	10
"$6,035.70"	6	0	60
"$21,480.95"	2	1	21
"$6,952.15"	6	9	69
"$1,856.90"	1	8	18
"$11,142.95"	1	1	11
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
($24.00)	2	4	24
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
($24.00)	2	4	24
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
($24.00)	2	4	24
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,238.45"	1	2	12
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($898.50)	8	9	89
"$16,071.20"	1	6	16
"$15,815.15"	1	5	15
"$6,190.70"	6	1	61
"$2,940.35"	2	9	29
"$1,083.45"	1	0	10
"$12,987.85"	1	2	12
"$10,832.95"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
($34.95)	3	4	34
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
($24.00)	2	4	24
"$1,083.45"	1	0	10
$773.45	7	7	77
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,548.45"	1	5	15
"$1,083.45"	1	0	10
$928.45	9	2	92
"$12,071.40"	1	2	12
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
($24.00)	2	4	24
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$773.45	7	7	77
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($24.00)	2	4	24
$665.55	6	6	66
$899.00	8	9	89
$928.45	9	2	92
"$1,083.45"	1	0	10
$773.45	7	7	77
"$1,176.45"	1	1	11
$928.45	9	2	92
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($12.00)	1	2	12
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($36.00)	3	6	36
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,238.45"	1	2	12
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($139.80)	1	3	13
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
($36.00)	3	6	36
"$1,083.45"	1	0	10
"$1,238.45"	1	2	12
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
($24.00)	2	4	24
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,145.45"	1	1	11
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($24.00)	2	4	24
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
($773.45)	7	7	77
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
"$1,083.45"	1	0	10
$928.45	9	2	92
$928.45	9	2	92
"$1,083.45"	1	0	10
($24.00)	2	4	24
"$1,083.45"	1	0	10
